Distance	Type	Venue	City	State
165.5	NE-VENUE	Red Brick Pub Kitchen & Cocktails	Seneca Falls	NY
165.5	NE-VENUE	Wolffy's Grill and Marina	Seneca Falls	NY
166.1	NE-FEST	Kingston Concert Series	Kingston	NY
166.1	NE-VENUE	Keegan Ales	Kingston	NY
166.1	NE-VENUE	Night Swim Kingston	Kingston	NY
166.1	NE-VENUE	Rewind Kingston	Kingston	NY
166.1	NE-VENUE	The Cornell Restaurant + Bar	Kingston	NY
166.1	NE-VENUE	Tubby's	Kingston	NY
166.3	NE-LIBRARY	Morton Memorial Library	Rhinecliff	NY
166.4	NE-FEST	Rhinebeck Porchfest	Rhinebeck	NY
167.2	NE-VENUE	The Dryden Hotel	Dryden	NY
167.3	NE-HOUSE	Merrifield House Concerts	Scipio Center	NY
167.4	NE-VENUE	Bright Ideas Brewing Westfield	Westfield	MA
167.4	NE-VENUE	Skyline Trading Company	Westfield	MA
167.4	NE-VENUE	Tin Bridge Brewing Co.	Westfield	MA
167.4	NE-VENUE	Westfield Athenaeum	Westfield	MA
167.6	NE-VENUE	Hopshire Farm and Brewery	Freeville	NY
168.4	NE-VENUE	del Lago Resort & Casino	Waterloo	NY
168.4	NE-VENUE	Muranda Cheese Company	Waterloo	NY
168.4	NE-VENUE	Tiki Bar North	Waterloo	NY
168.8	NE-VENUE	Belleayre Mountain	Ulster County	NY
169.1	NE-VENUE	O'Connell's Irish Pub & Grill	Chicopee	MA
169.1	NE-VENUE	Rumbleseat Bar & Grille	Chicopee	MA
170.4	NE-HOUSE	Noble House Inn	Bridgton	ME
170.5	NE-VENUE	Rootstock Ciderworks	Williamson	NY
170.9	NE-VENUE	Farm by Beer Tree Brew	Port Crane	NY
171.1	NE-FEST	Meadowlark	Stone Ridge	NY
171.3	NE-VENUE	Black Snake Brewing Company at Old Adriance Farm	Staatsburg	NY
171.4	NE-FEST	The Big E	West Springfield	MA
171.4	NE-VENUE	Irish House Restaurant and Trinity Pub at the Irish Cultural Center	West Springfield	MA
171.4	NE-VENUE	The Crest Room	West Springfield	MA
171.5	NE-HOUSE	The Barn of Earthly Delights	Livingston Manor	NY
171.5	NE-VENUE	Vanished Valley Brewing	Ludlow	MA
171.7	NE-THEATRE	Rail Trail Cafe	Rosendale	NY
171.7	NE-THEATRE	Widow Jane Mine	Rosendale	NY
171.7	NE-AGENT	The Muse	Rosendale	NY
172.2	NE-HOUSE	Sleepy Hollow House Concerts	Chester	NH
172.4	NE-VENUE	MGM Springfield	Springfield	MA
172.4	NE-VENUE	Nathan Bill's Bar & Restaurant	Springfield	MA
172.4	NE-VENUE	Student Prince	Springfield	MA
172.4	NE-VENUE	Theodore's Blues, Booze, and BBQ	Springfield	MA
172.4	NE-RADIO	WSCB	Springfield	MA
172.6	NE-VENUE	Rose Bowl Lanes	Newark	NY
173.6	NE-VENUE	Salt Point Brewing Co.	Lansing	NY
173.8	NE-VENUE	Riverside Pub	Agawam	MA
173.9	NE-VENUE	Seneca Lake Resorts	Romulus	NY
173.9	NE-VENUE	Knapp Winery	Romulus	NY
174.0	NE-FEST	Music on the Delaware	Hancock	NY
174.0	NE-HOUSE	Lordville Log Cabin Concert	Hancock	NY
174.3	NE-VENUE	Crafty Ales & Lagers	Phelps	NY
174.3	NE-VENUE	Dirty Jack's Tavern	Phelps	NY
174.5	NE-VENUE	Big aLICe Brewing Finger Lakes	Geneva	NY
174.5	NE-VENUE	F2T Kitchen	Geneva	NY
174.5	NE-VENUE	Lake Drum Brewing	Geneva	NY
174.5	NE-VENUE	Torrey Park Restaurant	Geneva	NY
174.5	NE-VENUE	Ventosa Vineyards	Geneva	NY
174.5	NE-VENUE	Watershed Brewing Company	Geneva	NY
174.5	NE-VENUE	WeBe Brewing Company	Geneva	NY
174.5	NE-VENUE	White Springs Winery	Geneva	NY
174.5	NE-VENUE	Zugibe Vineyards - Wine With A View.	Geneva	NY
174.5	NE-RADIO	WHWS	Geneva	NY
174.8	NE-VENUE	Fern Valley Farms	Wilbraham	MA
175.0	NE-VENUE	2nd Home Lounge | Bar | Beer | Wine | Live Music	Winsted	CT
175.2	NE-VENUE	Little Red Barn Brewers	Winchester	CT
175.4	NE-VENUE	RMV Cellars	West Park	NY
175.8	NE-LIBRARY	Richard Salter Storrs Library	Longmeadow	MA
176.0	NE-VENUE	Finger Lakes Cider House	Interlaken	NY
176.0	NE-VENUE	Airy Acres Vineyard	Interlaken	NY
176.5	NE-VENUE	Ithaca Beer Co	Ithaca	NY
176.5	NE-VENUE	The Boatyard Grill	Ithaca	NY
176.5	NE-VENUE	Bernie Milton Pavillion	Ithaca	NY
176.5	NE-VENUE	Bike Bar	Ithaca	NY
176.5	NE-VENUE	Brewer's Cafe & Taproom	Ithaca	NY
176.5	NE-VENUE	Pete's Cayuga Bar	Ithaca	NY
176.5	NE-VENUE	Sacred Root Kava Lounge & Tea Bar	Ithaca	NY
176.5	NE-VENUE	South Hill Cider	Ithaca	NY
176.5	NE-VENUE	Tres Leches	Ithaca	NY
176.5	NE-THEATRE	Visions FCU Amphitheater	Ithaca	NY
176.5	NE-RADIO	WICB	Ithaca	NY
176.5	NE-RADIO	WRFI	Ithaca	NY
176.5	NE-RADIO	WVBR	Ithaca	NY
176.5	NE-VENUE	Craft 32 Restaurant	East Longmeadow	MA
176.8	NE-VENUE	Hosmer Winery	Ovid	NY
177.3	NE-FEST	Finger Lakes Grass Roots Revival	Trumansburg	NY
177.6	NE-VENUE	Clifton Springs Country Club	Clifton Springs	NY
178.4	NE-VENUE	The Lemon Squeeze New Paltz	New Paltz	NY
178.5	NE-VENUE	Beer Thirty	Binghamton	NY
178.5	NE-VENUE	Lost Dog Café & Lounge	Binghamton	NY
178.5	NE-VENUE	McGirk’s Irish Pub	Binghamton	NY
178.5	NE-VENUE	Atomic Toms	Binghamton	NY
178.5	NE-HOUSE	Chenango Craftsman House Concert	Binghamton	NY
178.5	NE-RADIO	WHRW	Binghamton	NY
178.5	NE-RADIO	WHRW	Binghamton	NY
178.5	NE-VENUE	Fountains Tavern	Johnson City	NY
178.7	NE-LIBRARY	Berwick Public Library (Winter Music Series)	Berwick	ME
179.2	NE-VENUE	Mulligans Grille & Tavern	New Hartford	CT
179.4	NE-VENUE	Almost Famous Brewing Company	East Granby	CT
179.4	NE-VENUE	Brignole Vineyards	East Granby	CT
179.4	NE-VENUE	The Grill at Copper Hill	East Granby	CT
179.6	NE-VENUE	Idol Ridge Winery & Alder Creek Distillery	Lodi	NY
179.6	NE-VENUE	Wagner Vineyards Estate Winery	Lodi	NY
180.1	NE-RADIO	WUNH	Durham	NH
180.2	NE-FEST	Enfield in the Park Summer Concert Series	Enfield	CT
180.2	NE-VENUE	Red Brewster Brewery, Enfield, Connecticut	Enfield	CT
180.2	NE-VENUE	Wood N Tap	Enfield	CT
180.4	NE-HOUSE	Red and Shorty's	Dover	NH
180.6	NE-VENUE	DisBatch Brewery	Macedon	NY
180.6	NE-VENUE	JD Wine Cellars	Macedon	NY
181.2	NE-VENUE	Reinvention Brewing Company	Manchester	NY
181.8	NE-VENUE	jojo Bistro & Wine Bar - Webster	Webster	NY
181.8	NE-VENUE	Knucklehead Craft Brewing	Webster	NY
181.8	NE-VENUE	Pub 235	Webster	NY
181.8	NE-VENUE	Simply Crepes Kitchen and Bar Webster - Penfield	Webster	NY
181.8	NE-HOUSE	Picket Fence House Concerts	Webster	NY
181.9	NE-VENUE	Stu's Place	Endicott	NY
182.0	NE-VENUE	Hudson Valley Pickleball and Golf Center	Poughkeepsie	NY
182.0	NE-VENUE	King's Court Brewing Company	Poughkeepsie	NY
182.0	NE-VENUE	Mahoney's Irish Pub & Steakhouse	Poughkeepsie	NY
182.0	NE-VENUE	Plan Bee Farm Brewery	Poughkeepsie	NY
182.0	NE-RADIO	WVKR	Poughkeepsie	NY
182.0	NE-VENUE	Hop Meadow Country Club	Simsbury	CT
182.0	NE-VENUE	Maple Tree Cafe	Simsbury	CT
182.0	NE-VENUE	Talcott Mountain Collective	Simsbury	CT
182.0	NE-LIBRARY	Simsbury Public Library	Simsbury	CT
182.9	NE-VENUE	Sonny's Place	Somers	CT
183.0	NE-VENUE	Gardiner Brewing Company	Gardiner	NY
183.2	NE-VENUE	Villa Roma Resort	Callicoon	NY
183.2	NE-VENUE	Seminary Hill Orchard & Cidery	Callicoon	NY
183.4	NE-FEST	Lowell Folk Festival	Lowell	MA
183.4	NE-RADIO	WUML	Lowell	MA
183.7	NE-HOUSE	Borrowed House Concerts	Plaistow	NH
184.4	NE-FEST	The Word Barn	Exeter	NH
184.7	NE-VENUE	Hurds Family Farm	Modena	NY
184.7	NE-VENUE	Nostrano Vineyards	Milton	NY
184.7	NE-RADIO	WICN	Worcester	MA
184.7	NE-RADIO	WCUW	Worcester	MA
184.8	NE-VENUE	Finger Lakes Gaming & Racetrack	Farmington	NY
185.5	NE-VENUE	Shadow Lake Grill and Tap Room	Penfield	NY
185.5	NE-VENUE	TNT  Music Outdoor Stage	Penfield Center	NY
185.6	NE-HOUSE	Music on the Mountain	Brackney	PA
185.6	NE-VENUE	Sapalta	Himrod	NY
185.8	NE-FEST	Hudson Community Fest	Hudson	MA
185.9	NE-FEST	Fairport Canal Days	Fairport	NY
185.9	NE-VENUE	B-Side	Fairport	NY
185.9	NE-VENUE	Country Roads	Fairport	NY
185.9	NE-VENUE	Faircraft Brauhaus	Fairport	NY
185.9	NE-VENUE	Mulconry's Irish Pub and Restaurant	Fairport	NY
185.9	NE-VENUE	Rochester Ice Center	Fairport	NY
185.9	NE-VENUE	Iron Smoke Distilery	Fairport	NY
186.0	NE-HOUSE	Zeitgeist Concerts	Acton	MA
186.4	NE-VENUE	Fox Run Vineyards	Penn Yan	NY
186.4	NE-VENUE	Keuka Spring Vineyards	Penn Yan	NY
186.4	NE-VENUE	Laurentide Beer Company	Penn Yan	NY
186.4	NE-VENUE	Main Deck	Penn Yan	NY
186.4	NE-VENUE	Once Finger Lakes	Penn Yan	NY
186.4	NE-VENUE	Relative Risk Brewing Company	Penn Yan	NY
186.4	NE-VENUE	Scout Vineyards	Penn Yan	NY
186.4	NE-VENUE	Abandon Brewing	Penn Yan	NY
186.5	NE-FEST	Harvest Festival at Bethel Woods	Bethel	NY
186.5	NE-THEATRE	Bethel Woods Center for the Arts	Bethel	NY
186.8	NE-VENUE	Waypoint Spirits	Bloomfield	CT
186.9	NE-VENUE	La Notte Waterside Grille	Windsor	CT
186.9	NE-VENUE	Resorts World Casino Catskills	Monticello	NY
187.2	NE-VENUE	Hazlitt 1852 Vineyards	Hector	NY
187.2	NE-VENUE	Ria's Wines	Hector	NY
187.2	NE-VENUE	Scale House Brewery	Hector	NY
187.2	NE-VENUE	The Boars Nest 414	Hector	NY
187.2	NE-FEST	Canandaigua Art and Music Festival	Canandaigua	NY
187.2	NE-VENUE	Finger Lakes Public House	Canandaigua	NY
187.2	NE-VENUE	Lincoln Hill Farms	Canandaigua	NY
187.2	NE-VENUE	Nick's Chop House	Canandaigua	NY
187.2	NE-VENUE	Peacemaker Brewing Company	Canandaigua	NY
187.2	NE-VENUE	Simply Crepes	Canandaigua	NY
187.2	NE-VENUE	Star Cider	Canandaigua	NY
187.2	NE-VENUE	Stay Bristol Woodlands	Canandaigua	NY
187.2	NE-VENUE	Terrapin Depot	Canandaigua	NY
187.4	NE-VENUE	Casey's Cafe	Ellington	CT
187.5	NE-VENUE	Lucky Hare Brewing Company	Owego	NY
187.6	NE-FEST	East Rochester Concert Series	East Rochester	NY
187.6	NE-VENUE	Spritz 146 (Cocktails & Sweets)	East Rochester	NY
187.6	NE-LIBRARY	East Rochester Public Library	East Rochester	NY
187.7	NE-THEATRE	Crossroads Music Series	North Andover	MA
187.8	NE-VENUE	Cochecton Pump House	Cochecton	NY
187.9	NE-VENUE	Sanctuary Cultural Arts Center	Maynard	MA
188.2	NE-FEST	Town of Crawford Summer Concert Series	Pine Bush	NY
188.2	NE-VENUE	The Baldwin	Pine Bush	NY
188.4	NE-VENUE	The Falcon	Marlboro	NY
188.4	NE-HOUSE	Timber House Concerts	Victor	NY
188.6	NE-VENUE	South Farms	Morris	CT
188.6	NE-HOUSE	Kiva House Concerts	Billerica	MA
188.7	NE-HOUSE	Pine Crest Inn House Concerts	Gorham	ME
189.3	NE-RADIO	WXRV	Andover	MA
189.4	NE-VENUE	Aurora Brewing Company	Pittsford	NY
189.6	NE-VENUE	Keg & Barrel Brewing Co.	Dundee	NY
189.8	NE-VENUE	Grist Iron Brewing Company	Burdett	NY
189.8	NE-VENUE	Solera Tap House	Burdett	NY
189.8	NE-VENUE	The Lodge at Grist Iron Brewing Co.	Burdett	NY
189.8	NE-VENUE	Two Goats Brewing	Burdett	NY
189.9	NE-VENUE	Antler Run Distilling	Keuka Park	NY
189.9	NE-VENUE	Vineyard View Winery	Keuka Park	NY
190.4	NE-VENUE	Fishkill Farms	Hopewell Junction	NY
190.7	NE-VENUE	Barnstormer Winery	Rock Stream	NY
190.8	NE-VENUE	Smoke Public House	West Hartford	CT
190.8	NE-VENUE	WeHa Brewing and Roasting Co	West Hartford	CT
191.1	NE-VENUE	Bashakill Vineyards-Open for Wine Pickups!	Wurtsboro	NY
191.1	NE-VENUE	Yankee Lake Cottage	Wurtsboro	NY
191.3	NE-VENUE	Big Dogs Brewery	Walden	NY
191.3	NE-VENUE	The Shoe Inn	Van Etten	NY
191.5	NE-HOUSE	Fox Run Concerts	Sudbury	MA
191.6	NE-VENUE	March Farms	Bethlehem	CT
191.7	NE-VENUE	Arch Street Tavern	Hartford	CT
191.7	NE-VENUE	Black Eyed Sally's	Hartford	CT
191.7	NE-VENUE	State House Square Food Court	Hartford	CT
191.7	NE-VENUE	The Brownstone	Hartford	CT
191.7	NE-RADIO	WRTC	Hartford	CT
191.7	NE-VENUE	Hartford West Side	Downtown Hartford	CT
191.8	NE-VENUE	Cheap Charlies	Holcomb	NY
191.9	NE-VENUE	Dream Ride'	Farmington	CT
191.9	NE-VENUE	Hein Farm, LLC	Farmington	CT
191.9	NE-FEST	Railroad Street Music Festival	Rochester	NY
191.9	NE-FEST	Rochester Lilac Festival	Rochester	NY
191.9	NE-FEST	Bands on the Bricks	Rochester	NY
191.9	NE-VENUE	Fattey Beer Company	Rochester	NY
191.9	NE-VENUE	Genesee Brew House	Rochester	NY
191.9	NE-VENUE	Harvest Bible Fellowship	Rochester	NY
191.9	NE-VENUE	Holiday Fleming Point	Rochester	NY
191.9	NE-VENUE	I-Square	Rochester	NY
191.9	NE-VENUE	Johnny’s Irish Pub	Rochester	NY
191.9	NE-VENUE	Local Sounds Collaborative	Rochester	NY
191.9	NE-VENUE	Lovin' Cup	Rochester	NY
191.9	NE-VENUE	Parcel 5	Rochester	NY
191.9	NE-VENUE	Pelican's Nest Restaurant	Rochester	NY
191.9	NE-VENUE	Record Archive	Rochester	NY
191.9	NE-VENUE	Rising Storm Brewing Company at The Mill	Rochester	NY
191.9	NE-VENUE	Rohrbach Brewing Co. Railroad Street Beer Hall	Rochester	NY
191.9	NE-VENUE	Russell Station Bar & Grill	Rochester	NY
191.9	NE-VENUE	Sager Beer Works	Rochester	NY
191.9	NE-VENUE	Salvatore's Old Fashioned Pizzeria	Rochester	NY
191.9	NE-VENUE	Schooners Riverside Pub	Rochester	NY
191.9	NE-VENUE	Silo Social	Rochester	NY
191.9	NE-VENUE	The Daily Refresher	Rochester	NY
191.9	NE-VENUE	The Little Café	Rochester	NY
191.9	NE-VENUE	Titus Tavern	Rochester	NY
191.9	NE-VENUE	Tones Studios, LLC	Rochester	NY
191.9	NE-THEATRE	The Little Theatre	Rochester	NY
191.9	NE-HOUSE	Hillbrook House Concerts	Rochester	NY
191.9	NE-HOUSE	Lake Effect House Concert	Rochester	NY
191.9	NE-RADIO	WBER	Rochester	NY
191.9	NE-RADIO	WITR	Rochester	NY
191.9	NE-RADIO	WRFZ	Rochester	NY
191.9	NE-VENUE	Biltmore Bar & Lounge	Rochester	NY
191.9	NE-RADIO	WRUR	Rochester	NY
192.1	NE-VENUE	Cottage Hotel of Mendon	Mendon	NY
192.2	NE-HOUSE	The Conant Homestead	Westbrook	ME
192.4	NE-VENUE	Two Farms Brewing	Bloomingburg	NY
192.4	NE-VENUE	Winterton Farms	Bloomingburg	NY
192.6	NE-VENUE	Castel Grisch Winery	Watkins Glen	NY
192.6	NE-VENUE	Kookalaroc's Bar and Grill	Watkins Glen	NY
192.6	NE-VENUE	Lucky Hare Brewing Bar & Grill	Watkins Glen	NY
192.6	NE-VENUE	Nickel's Pit BBQ Watkins Glen	Watkins Glen	NY
192.6	NE-VENUE	The Yard FLX	Watkins Glen	NY
192.6	NE-VENUE	Watkins Glen KOA	Watkins Glen	NY
192.7	NE-VENUE	Limoncello Trattoria Napoletana	Sherman	CT
193.0	NE-VENUE	Arlo's Country Store	Union Dale	PA
193.1	NE-VENUE	Daryl's House	Pawling	NY
193.1	NE-VENUE	DoubleTree by Hilton Hotel Bristol, Connecticut	Bristol	CT
193.1	NE-VENUE	RBI Sports cafe	Bristol	CT
193.1	NE-LIBRARY	Manross Library	Bristol	CT
193.6	NE-VENUE	Country Trails Brewing Co.	Montrose	PA
193.6	NE-VENUE	Frank's Pub	Montrose	PA
193.7	NE-VENUE	Housatonic River Brewing	New Milford	CT
193.7	NE-VENUE	City Winery Hudson Valley	Montgomery	NY
193.7	NE-LIBRARY	Newburyport Public Library	Newburyport	MA
193.9	NE-VENUE	Goodnight Johnny's American Music Bar	Burlington	MA
194.0	NE-FEST	Froggy Daze Music Fest	Narrowsburg	NY
194.0	NE-VENUE	Big Eddy Brewing Co & Smokd NY	Narrowsburg	NY
194.3	NE-VENUE	Elicit Brewing Co	Manchester	CT
194.3	NE-VENUE	Urban Lodge Brewing Co.	Manchester	CT
194.3	NE-VENUE	The Packing House	Willington	CT
194.4	NE-VENUE	Square Peg Pizzeria	Plainville	CT
195.0	NE-VENUE	Hawk Ridge Winery	Watertown	CT
195.0	NE-VENUE	Jameson Pub	Watertown	CT
195.0	NE-VENUE	Wine and Cheese Social	Watertown	CT
195.3	NE-VENUE	Tioga Downs Casino	Nichols	NY
195.3	NE-THEATRE	Town Crier Cafe	Beacon	NY
195.3	NE-VENUE	Dennings Point Distillery	Beacon	NY
195.4	NE-FEST	Newburgh Illuminated Music and Arts Festival	Newburgh	NY
195.4	NE-VENUE	Resorts World Casino Hudson Valley	Newburgh	NY
195.4	NE-VENUE	Untouchables	Newburgh	NY
195.7	NE-HOUSE	Abundant Haven House Concerts	Hopkinton	MA
195.7	NE-HOUSE	Front Street Concerts	Hopkinton	MA
195.9	NE-HOUSE	Upton House Concerts	Upton	MA
196.5	NE-HOUSE	Jura's Grove	Barton	NY
196.5	NE-FEST	Glastonbury Apple Harvest Festival	Glastonbury	CT
196.5	NE-VENUE	Hops on the Hill Farm Brewery	Glastonbury	CT
196.5	NE-VENUE	Rooftop 120	Glastonbury	CT
196.5	NE-HOUSE	The Gathering Room	Glastonbury	CT
196.8	NE-HOUSE	The Music Porch	Reading	MA
197.1	NE-VENUE	Mona Lisa Restaurant	Wolcott	CT
197.3	NE-VENUE	Harpoon Eddie's	Sylvan Beach	NY
197.5	NE-RADIO	WUMF	Farmington	ME
198.0	NE-HOUSE	Peaks Island House Concert Series	Portland	ME
198.0	NE-LIBRARY	Portland Public Library (Friday Lunch Concerts)	Portland	ME
198.0	NE-VENUE	Woodbury Brewing Company	Woodbury	CT
198.6	NE-VENUE	Twisted Rail Tavern	Honesdale	PA
198.8	NE-VENUE	Tavern on 3	Rocky Hill	CT
199.1	NE-VENUE	Continuum Distilling	Waterbury	CT
199.1	NE-LIBRARY	Silas Bronson Library	Waterbury	CT
199.2	NE-HOUSE	Rivergigs	South Portland	ME
199.2	NE-VENUE	110 Grill	Southington	CT
199.2	NE-VENUE	Aqua Turf Club	Southington	CT
199.2	NE-VENUE	Kinsmen Brewing Company	Southington	CT
199.2	NE-VENUE	Long View Ciderhouse Orchard Bar	Southington	CT
199.6	NE-HOUSE	The Rec Room House Concerts	Belmont	MA
199.8	NE-VENUE	Cosimos Brick Oven	Middletown	NY
199.8	NE-RADIO	WESU	Middletown	NY
200.0	NE-VENUE	Fanatics Pub	Lima	NY
200.0	NE-VENUE	Tyson's Upper Deck	Lima	NY
200.0	NE-VENUE	Trailhead Restaurant	Glen Spey	NY
200.2	NE-VENUE	Birdhouse Brewing Company	Honeoye	NY
200.2	NE-VENUE	Twisted Rail Brewing Honeoye	Honeoye	NY
200.6	NE-VENUE	Valley Bowling Center	Waverly	NY
200.6	NE-LIBRARY	Watertown Free Public Library (Winter Concerts)	Watertown	MA
201.0	NE-VENUE	The Stomping Ground	Putnam	CT
201.2	NE-VENUE	Twins BBQ Co	Brookfield	CT
201.3	NE-HOUSE	House Of Play House Concerts	Newton	MA
201.3	NE-HOUSE	Sailing Into Song House Concerts	Newton	MA
201.3	NE-HOUSE	Fractal House	Medford	MA
201.4	NE-VENUE	The Hop Knot Storrs	Mansfield	CT
201.5	NE-VENUE	Bluestone Brewery	Waverly	PA
201.5	NE-VENUE	The Legacy Lounge	Waverly	PA
201.6	NE-VENUE	The Squatch Den	Horseheads	NY
201.6	NE-VENUE	Bluestone Brewing Company	South Waverly	PA
201.7	NE-VENUE	Black Sheep Distillery	Prattsburgh	NY
201.9	NE-VENUE	The Outpost	Pond Eddy	NY
202.2	NE-HOUSE	Connected Arts	Southbury	CT
202.5	NE-VENUE	All One One All Farm	Goshen	NY
202.5	NE-LIBRARY	Goshen Public Library & Historical Society	Goshen	NY
202.7	NE-VENUE	Spins Bowl Carmel	Carmel Hamlet	NY
203.0	NE-VENUE	The Jungle	Somerville	MA
203.0	NE-VENUE	Warehouse XI	Somerville	MA
203.3	NE-FEST	Cambridge River Festival	Cambridge	MA
203.3	NE-THEATRE	Club Passim	Cambridge	MA
203.3	NE-VENUE	Lizard Lounge	Cambridge	MA
203.3	NE-VENUE	Lilypad	Cambridge	MA
203.3	NE-VENUE	Cantab Underground	Cambridge	MA
203.3	NE-VENUE	The Middle East	Cambridge	MA
203.3	NE-RADIO	WHRB	Cambridge	MA
203.3	NE-VENUE	Mooney's	Athens	PA
203.3	NE-VENUE	Murphy's Pub & Sports Bar, Shunpike Rd Cromwell CT	Cromwell	CT
203.3	NE-VENUE	Rail 99 Tavern	Cromwell	CT
204.2	NE-FEST	Twilight Concert Series	Meriden	CT
204.2	NE-VENUE	Downtown Coffee Shop	Meriden	CT
204.2	NE-FEST	Wally Lake Fest	Hawley	PA
204.2	NE-VENUE	The Dock on Wallenpaupack	Hawley	PA
204.2	NE-VENUE	Gresham's Chop House	Hawley	PA
204.2	NE-VENUE	Ledges Hotel	Hawley	PA
204.2	NE-VENUE	Silver Birches	Hawley	PA
204.2	NE-VENUE	Wallenpaupack Brewing Company	Hawley	PA
204.2	NE-VENUE	Woodloch Resort	Hawley	PA
204.3	NE-FEST	Music in the Park	Hammondsport	NY
204.3	NE-VENUE	Keuka Lake Vineyards	Hammondsport	NY
204.3	NE-VENUE	The Switzerland Inn	Hammondsport	NY
204.3	NE-VENUE	BARRELHOUSE 6 DISTILLERY	Hammondsport	NY
204.3	NE-VENUE	Birdseye Hollow Farm and Distillery	Hammondsport	NY
204.3	NE-VENUE	Glen H. Curtiss Museum	Hammondsport	NY
204.3	NE-VENUE	Keuka Brewing Co.	Hammondsport	NY
204.3	NE-VENUE	Krooked Tusker Distillery	Hammondsport	NY
204.3	NE-VENUE	Maloney's Pub	Hammondsport	NY
204.3	NE-VENUE	Over The Bridge Wine Bar	Hammondsport	NY
204.3	NE-VENUE	Point of the Bluff Vineyards	Hammondsport	NY
204.3	NE-VENUE	Steuben Brewing Company	Hammondsport	NY
204.3	NE-VENUE	Weis Vineyards	Hammondsport	NY
204.7	NE-VENUE	South Gate Tavern	Highland Falls	NY
204.8	NE-VENUE	Arrigoni Winery	Portland	CT
204.9	NE-VENUE	A Better Place Bar & Grill, Inc.	Woodbury	NY
205.0	NE-LIBRARY	Jesse M. Smith Memorial Library (Riverwalk Concerts)	Harrisville	RI
205.1	NE-FEST	Chester Summer Concert Series	Chester	NY
205.1	NE-VENUE	Rushing Duck Brewing	Chester	NY
205.1	NE-VENUE	Tin Barn Brewing	Chester	NY
205.2	NE-VENUE	Ill EagleTaphouse	Elmira	NY
205.2	NE-VENUE	Patrick's	Elmira	NY
205.2	NE-VENUE	C.J. Sparrow	Cheshire	CT
205.2	NE-VENUE	Viron Rondo Osteria	Cheshire	CT
205.3	NE-LIBRARY	Mahopac Library	Mahopac	NY
205.3	NE-FEST	Connecticut Valley Folk Fest	Middletown	CT
205.3	NE-VENUE	Eli Cannons Tap Room	Middletown	CT
205.3	NE-VENUE	Hotrod's Spotlight Lounge	Middletown	CT
205.3	NE-VENUE	Mezzo Grille	Middletown	CT
205.3	NE-VENUE	Tate's	Middletown	CT
205.3	NE-VENUE	The Buttonwood Tree	Middletown	CT
205.4	NE-FEST	Willimantic Third Thursday Street Fest	Willimantic	CT
205.6	NE-VENUE	Rising Storm Brewing Company	Avon	NY
205.7	NE-VENUE	Charter Oak Brewing	Danbury	CT
205.7	NE-VENUE	Elicit Brewing Co - Danbury	Danbury	CT
205.8	NE-VENUE	Aquila's Nest Vineyards	Newtown	CT
205.8	NE-VENUE	Newsylum Brewing Co.	Newtown	CT
205.8	NE-VENUE	Reverie Brewing Company	Newtown	CT
205.8	NE-VENUE	Midway Cafe	Boston	MA
205.8	NE-VENUE	Silhouette Lounge	Boston	MA
205.8	NE-VENUE	City Winery	Boston	MA
205.8	NE-VENUE	The Point Boston	Boston	MA
205.8	NE-THEATRE	Cafe 939	Boston	MA
205.8	NE-HOUSE	Folk Music Society of Greater Boston House Concert	Boston	MA
205.8	NE-LIBRARY	Boston Public Library (Concerts in the Courtyard)	Boston	MA
205.8	NE-RADIO	WERS	Boston	MA
205.8	NE-RADIO	WUMB	Boston	MA
206.1	NE-VENUE	Foundry 42	Port Jervis	NY
206.2	NE-VENUE	RiverView Winery	Jermyn	PA
206.6	NE-VENUE	Black Hog Brewing Co	Oxford	CT
206.6	NE-VENUE	The Boars Nest	Oxford	CT
206.6	NE-VENUE	Goodfella's Pizza Italian Restaurant (Matamoras)	Matamoras	PA
207.1	NE-VENUE	Tag's Summer Stage	Big Flats	NY
207.2	NE-VENUE	1741 Pub and Grill	Middlefield	CT
207.3	NE-HOUSE	Homegrown House Concerts	Marblehead	MA
207.3	NE-VENUE	The Dublin	East Hampton	CT
207.5	NE-VENUE	Glenmere Brewing Company	Florida	NY
207.6	NE-VENUE	La Zingara	Bethel	CT
207.6	NE-VENUE	Note Kitchen & Bar	Bethel	CT
208.5	NE-VENUE	Drafts Bar & Grill	Lake Ariel	PA
208.6	NE-RADIO	WBOR	Brunswick	ME
209.0	NE-VENUE	Ox & Oak Vineyards	Lebanon	CT
209.2	NE-VENUE	The Gilded Curtain	Wallingford	CT
209.5	NE-VENUE	McGrath's Pub & Eatery	Dalton	PA
209.6	NE-VENUE	Dock 34	Seymour	CT
209.8	NE-VENUE	Mud Creek Ranch	Savona	NY
210.0	NE-HOUSE	Dionigi House Concerts	Durham	CT
210.3	NE-THEATRE	Bean Runner Cafe	Peekskill	NY
210.3	NE-VENUE	Blue Arrow Farm	Pine Island	NY
210.4	NE-FEST	Annual Gloucester Waterfront Festival	Gloucester	MA
210.6	NE-FEST	Milford Power of Music	Milford	PA
210.6	NE-VENUE	Back Road Brewing Co.	Milford	PA
210.6	NE-VENUE	Jive Bar and Lounge	Milford	PA
210.6	NE-HOUSE	Whale Cove House Concerts	Rockport	MA
210.9	NE-VENUE	Radisson Hotel Corning	Corning	NY
210.9	NE-VENUE	Corning Museum of Glass	Corning	NY
